"P1_DEPARTAMENTO";"Energia";"Gas_red";"Y";"N_hogar";"Jefe_sex";"Jefe_edad";"menores";"Jefe_educ_sec";"Jefe_educ_ter";"avg_edad";"Casa";"Apartamento";"Habitacion";"Casa_Ind";"ln_PERCAPITA"
"41";1;0;"Leña";4;1;26;2;1;0;12;1;0;0;0;12.4292161968444
"41";1;0;"Leña";3;1;55;0;0;0;43.6666666666667;1;0;0;0;13.0759703378346
"41";1;0;"Leña";5;1;41;3;0;0;23.6;1;0;0;0;11.4001299708249
"41";1;0;"Leña";4;1;60;1;0;0;38.5;1;0;0;0;12.5245263766487
"41";1;0;"Leña";5;1;54;1;1;0;32.4;1;0;0;0;11.4240942512636
"41";1;0;"Leña";2;1;78;0;0;0;76.5;1;0;0;0;12.3051635481744
"41";1;0;"Leña";6;1;45;4;0;0;20.8333333333333;1;0;0;0;11.5735500867867
"41";1;0;"Leña";4;1;44;2;0;0;24.5;1;0;0;0;11.305286100192
"41";1;0;"Leña";4;1;43;2;0;0;24;1;0;0;0;11.8222467125255
"41";1;0;"Leña";4;1;38;2;0;0;20.5;1;0;0;0;11.9430831856688
"41";1;0;"Leña";2;2;46;1;0;0;26;1;0;0;0;11.8902196961117
"41";1;0;"Leña";1;1;57;0;0;0;57;1;0;0;0;13.6231386653168
"41";1;0;"Leña";6;1;32;4;0;0;12.5;1;0;0;0;11.6906066422077
"68";1;0;"GLP";2;1;22;0;1;0;21;1;0;0;0;13.3212142361495
"68";1;0;"GLP";3;1;41;1;0;0;27.6666666666667;1;0;0;0;12.7415908818865
"68";1;0;"Leña";3;2;40;1;1;0;28.3333333333333;1;0;0;0;12.9615770637076
"68";1;0;"GLP";1;2;63;0;0;0;63;1;0;0;0;12.7168982692962
"68";1;0;"GLP";1;1;63;0;0;0;63;1;0;0;0;13.3847276418718
"68";1;0;"Leña";5;1;71;2;0;0;39.8;1;0;0;0;12.802158113247
"68";1;0;"GLP";2;1;34;0;0;0;32.5;1;0;0;0;14.5086577385242
"68";1;0;"GLP";1;1;61;0;0;0;61;1;0;0;0;11.9183905730784
"68";1;0;"Leña";3;1;52;1;1;0;37;1;0;0;0;12.9772091449518
"68";1;0;"GLP";3;1;49;1;0;0;35.3333333333333;1;0;0;0;13.3102251145739
"68";1;0;"GLP";4;1;25;2;1;0;13.25;1;0;0;0;12.6115377536383
"68";1;0;"GLP";4;1;36;2;0;0;22.5;1;0;0;0;11.7990438154458
"68";1;0;"Leña";5;1;43;2;0;0;25;1;0;0;0;12.2548628096996
"68";1;0;"Leña";2;1;62;0;0;0;58.5;1;0;0;0;12.9095826131257
"68";1;0;"GLP";3;1;37;1;0;1;19.3333333333333;1;0;0;0;13.5881916352396
