"P1_DEPARTAMENTO";"Energia";"Gas_red";"Y";"N_hogar";"Jefe_sex";"Jefe_edad";"menores";"Jefe_educ_sec";"Jefe_educ_ter";"avg_edad";"Casa";"Apartamento";"Habitacion";"Casa_Ind";"ln_PERCAPITA"
"47";1;0;6;3;1;31;1;1;0;27.6666666666667;1;0;0;0;12.5833668766716
"47";1;0;1;4;2;31;2;0;0;18.5;1;0;0;0;11.2593763988879
"47";1;0;6;6;1;41;4;0;0;20.6666666666667;1;0;0;0;10.6257214713979
"47";1;0;4;2;1;57;0;0;0;49.5;0;1;0;0;11.7360690162844
"47";1;1;2;3;1;55;1;0;0;44.6666666666667;1;0;0;0;11.1074603568621
"47";1;0;1;2;2;45;0;1;0;48.5;1;0;0;0;12.3238556811866
"47";1;1;2;3;1;48;0;0;0;41.6666666666667;1;0;0;0;10.9449414273643
"47";1;0;1;2;1;43;0;1;0;35;1;0;0;0;11.9183905730784
"47";1;0;1;4;1;45;2;1;0;27;1;0;0;0;12.7490917046381
"47";1;1;2;3;2;59;0;0;0;54;1;0;0;0;11.3698246213296
"47";1;0;6;3;2;59;1;0;0;42.6666666666667;1;0;0;0;12.1721710938545
"47";1;0;6;2;1;65;0;0;0;68;1;0;0;0;11.0561670624745
"47";1;0;4;3;2;55;0;0;0;63.6666666666667;1;0;0;0;13.2878778158819
"47";1;0;1;1;1;71;0;0;0;71;1;0;0;0;14.1824658113106
"47";1;0;6;3;1;64;0;0;0;44.3333333333333;1;0;0;0;12.3602233253574
"47";1;0;1;2;1;70;0;0;0;67.5;1;0;0;0;12.7973255184088
"47";1;0;1;4;2;67;1;0;0;49.75;1;0;0;0;11.9044043311037
"47";1;1;2;3;2;74;0;0;0;49.6666666666667;1;0;0;0;11.7449186315614
"47";1;0;1;1;1;53;0;0;0;53;1;0;0;0;13.5053556296604
"47";1;0;4;6;1;46;2;0;1;28.3333333333333;1;0;0;0;13.8244702993357
"47";1;0;6;5;1;37;3;1;0;21.2;1;0;0;0;12.3126823805884
"47";1;0;6;2;1;72;0;1;0;69;1;0;0;0;14.2537654888954
"47";1;0;4;2;1;19;1;1;0;17;1;0;0;0;13.2206992781252
"47";1;0;4;4;1;53;2;0;0;28;1;0;0;0;12.6031695039678
"47";1;0;4;3;1;30;1;1;0;16.6666666666667;1;0;0;0;11.8414295319423
"47";1;0;4;4;2;42;2;1;0;20;1;0;0;0;11.8692878600707
"47";1;0;6;8;2;37;5;1;0;26.625;1;0;0;0;11.7480799289506
"47";1;0;6;5;1;32;3;0;0;17;0;0;1;0;11.4563551134818
"47";1;0;4;4;1;31;2;1;0;18.5;1;0;0;0;11.3205535723228
"47";1;0;6;2;1;20;1;1;0;18.5;1;0;0;0;12.5245263766487
"47";1;0;6;3;1;71;0;0;0;53.6666666666667;1;0;0;0;11.9220874349597
"47";1;0;6;3;2;47;0;1;0;40.3333333333333;1;0;0;0;12.9496620639874
"47";1;0;6;2;1;22;0;1;0;22;1;0;0;0;13.1123130415508
"47";1;0;6;5;1;52;3;0;0;16.6;1;0;0;0;12.106252310248
"47";0;0;6;5;1;57;2;1;0;25.2;1;0;0;0;12.8248554108013
"47";1;0;4;4;1;27;2;0;0;17.5;1;0;0;0;12.5776362019627
"47";1;0;6;3;1;75;0;0;0;57;1;0;0;0;13.2401464130607
"47";1;0;6;3;2;38;1;0;0;25.3333333333333;1;0;0;0;12.255656145719
"47";1;0;4;6;1;69;2;0;0;31.8333333333333;1;0;0;0;12.5694611143557
"47";1;0;4;2;1;41;0;0;0;34.5;1;0;0;0;12.5425448821514
"47";1;0;4;4;1;36;2;1;0;20.5;1;0;0;0;13.0170028617465
"47";1;0;4;4;1;44;2;0;0;21;1;0;0;0;12.8396688464636
"47";1;0;6;6;1;52;4;0;0;20;1;0;0;0;12.1774016435218
"70";1;1;2;3;1;50;0;0;0;41;1;0;0;0;12.1190612685405
"70";1;1;2;4;1;44;2;1;0;29.25;1;0;0;0;12.4780063610138
"70";1;1;2;5;2;49;1;1;0;30.6;1;0;0;0;12.4529327234617
"70";1;1;2;3;1;62;0;0;0;52.6666666666667;1;0;0;0;13.478871640786
"70";1;1;2;4;2;40;2;1;0;22.25;0;1;0;0;12.09140973721
"70";1;1;2;4;1;50;2;1;0;27;1;0;0;0;12.4780063610138
"70";1;1;2;4;1;40;2;1;0;25;1;0;0;0;12.5153938930854
"70";1;1;2;6;2;60;2;0;0;27.5;1;0;0;0;12.5828905727808
"70";1;1;2;5;1;40;2;1;0;37.4;1;0;0;0;12.5787849671665
"70";1;1;2;5;2;75;0;0;0;40.4;1;0;0;0;12.9360337992128
"70";1;1;2;5;1;74;0;0;0;48.6;1;0;0;0;11.9640010843304
"70";1;1;2;4;1;42;1;1;0;35.25;1;0;0;0;12.0410997270708
"70";1;1;2;4;1;65;0;1;0;42.25;1;0;0;0;13.0488962255225
"70";1;1;2;3;2;74;1;0;0;40;0;1;0;0;12.0725412529057
"70";1;1;2;3;2;48;0;1;0;32.6666666666667;1;0;0;0;13.5355761723033
"70";1;1;2;4;1;36;2;0;1;24.25;1;0;0;0;12.4539088094348
"70";1;1;2;3;2;82;0;0;0;55.6666666666667;1;0;0;0;12.9792625337637
"70";1;0;1;2;2;32;1;1;0;21.5;1;0;0;0;12.2783933071098
"70";1;1;2;4;1;46;2;1;0;28.5;1;0;0;0;13.6203570223549
"70";1;1;2;10;2;54;7;0;0;18.2;1;0;0;0;11.9586790919925
"70";1;1;2;4;2;51;1;1;0;35;1;0;0;0;12.5558488477777
"70";1;1;2;4;1;49;2;1;0;28;1;0;0;0;12.581937283862
"70";1;1;2;4;1;40;2;0;1;21;1;0;0;0;13.3046849341983
"70";1;1;2;3;2;39;2;1;0;21;0;1;0;0;10.4390057888925
"70";1;1;2;2;1;43;0;1;0;42;1;0;0;0;13.2176735572087
"70";1;1;2;3;2;66;0;1;0;58;1;0;0;0;13.0533705059174
"70";1;1;2;1;2;62;0;0;0;62;1;0;0;0;12.6214880844915
"70";1;1;2;4;2;43;1;1;0;32.25;1;0;0;0;12.9100979442373
"70";1;1;2;4;2;58;1;0;1;27.75;1;0;0;0;13.6443761905609
"70";1;1;2;3;1;43;1;1;0;33.6666666666667;1;0;0;0;12.7923149085809
"70";1;1;2;2;2;64;0;0;0;48;1;0;0;0;13.2100689578234
"70";1;0;6;5;1;43;3;1;0;23.2;1;0;0;0;12.3630763943398
"70";1;0;6;4;1;65;1;0;0;40.25;1;0;0;0;12.2548628096996
"70";1;0;4;2;1;61;0;1;0;58.5;1;0;0;0;13.2176735572087
"70";1;0;6;2;2;59;0;1;0;48.5;1;0;0;0;11.4075649493124
"70";1;0;4;1;1;58;0;0;0;58;1;0;0;0;12.0035483814187
"70";1;0;6;2;1;70;0;0;0;65.5;1;0;0;0;11.7293800281336
"70";1;0;4;4;2;62;2;1;0;28.5;1;0;0;0;11.0964626026525
"70";1;0;6;2;1;60;0;1;0;59;1;0;0;0;13.4516671245469
"70";1;0;6;3;2;54;1;1;0;30.3333333333333;1;0;0;0;12.7656884334656
"70";1;0;6;4;2;45;2;1;0;25;1;0;0;0;11.8568106339806
"70";1;0;6;2;2;57;0;0;0;43.5;1;0;0;0;13.348170046138
"70";1;0;6;6;2;59;4;1;0;22.3333333333333;1;0;0;0;11.6050740866558
"70";1;0;6;6;2;84;1;0;0;36.8333333333333;1;0;0;0;11.2472222992372
"70";1;0;4;3;2;66;1;0;0;48.6666666666667;1;0;0;0;13.4823661114357
"70";1;0;6;2;2;50;0;1;0;49.5;1;0;0;0;13.4939269338368
"70";1;0;6;5;2;60;2;1;0;41.6;1;0;0;0;12.5376519790191
"70";1;0;6;5;1;37;3;1;0;14.2;1;0;0;0;11.6380886079242
"70";1;0;6;2;2;56;1;0;0;34;1;0;0;0;12.2060726455302
"70";1;0;6;1;2;79;0;0;0;79;1;0;0;0;13.4823661114357
"70";1;0;6;5;1;43;2;0;0;23.8;1;0;0;0;10.9796269853522
"70";1;0;6;2;1;28;0;1;0;29;1;0;0;0;11.9183905730784
"70";1;0;6;3;1;23;2;1;0;14;1;0;0;0;12.0237510887362
"70";1;0;6;3;1;68;1;0;0;45.6666666666667;1;0;0;0;12.6218547206093
"70";1;0;6;4;1;33;2;1;0;20.75;1;0;0;0;11.7911883155055
"70";1;0;6;5;1;45;1;1;0;29;1;0;0;0;12.3602233253574
"70";1;0;6;4;1;34;2;1;0;20.5;1;0;0;0;12.372645845356
"70";1;0;6;3;1;60;0;0;0;44.3333333333333;1;0;0;0;12.8638804596448
"70";1;0;6;6;1;38;4;1;0;19.5;1;0;0;0;11.7158663089669
"70";1;0;6;2;1;71;0;0;0;59.5;1;0;0;0;12.5030860454108
"70";1;0;4;4;1;36;2;1;0;17;1;0;0;0;13.1806322855283
"20";1;0;4;3;2;38;2;1;0;16.6666666666667;1;0;0;0;12.6280670555895
"20";1;1;2;2;1;79;0;0;0;79;1;0;0;0;11.9349198750296
"20";1;0;1;2;2;49;0;0;0;37;1;0;0;0;13.7833316596
"20";1;1;2;4;1;54;1;0;0;36;1;0;0;0;12.6721623754548
"20";1;1;2;2;1;74;0;0;0;73;1;0;0;0;12.0086374509262
"20";1;1;2;4;1;34;2;1;0;22.75;1;0;0;0;12.5646208338506
"20";1;1;2;3;1;38;1;0;1;26.3333333333333;1;0;0;0;14.0729911216829
"20";1;1;2;3;2;25;2;1;0;10;1;0;0;0;12.4090134895269
"20";1;1;2;3;2;30;1;0;1;24.3333333333333;1;0;0;0;12.4874851049684
"20";1;1;2;1;2;86;0;0;0;86;1;0;0;0;11.982929094216
"20";1;1;2;2;2;46;1;0;1;30.5;1;0;0;0;12.7938593104323
"20";1;1;2;1;2;75;0;0;0;75;1;0;0;0;12.3051635481744
"20";1;1;2;1;2;57;0;0;0;57;1;0;0;0;12.6496895196027
"20";1;0;1;1;1;54;0;0;1;54;1;0;0;0;12.4292161968444
"20";1;1;2;5;1;34;3;0;1;21;1;0;0;0;12.7873567329447
"20";1;1;2;2;1;80;0;0;0;53;1;0;0;0;14.7006545608416
"20";1;0;4;2;1;30;0;1;0;25.5;1;0;0;0;13.2650196778059
"11";1;1;2;4;2;47;0;1;0;37.25;1;0;0;0;12.7762211029775
"11";1;1;2;2;1;45;0;0;0;43;1;0;0;0;10.8197782844103
"11";1;1;2;2;2;50;0;0;0;38;1;0;0;0;13.3231170694222
"11";1;1;2;5;2;25;1;0;1;25.6;1;0;0;0;13.2436331864543
"11";1;1;2;5;1;43;3;1;0;24;1;0;0;0;10.4688013615862
"25";1;0;4;4;1;29;2;1;0;16.75;1;0;0;0;12.6115377536383
"25";1;0;4;5;1;52;1;1;0;30;1;0;0;0;12.8942072842666
"25";1;0;4;1;1;69;0;0;0;69;0;0;1;0;13.3046849341983
"41";1;0;6;2;1;62;0;0;0;60.5;1;0;0;0;12.7367008965923
"41";1;0;6;5;1;69;0;0;0;49;1;0;0;0;12.9141084385839
"41";1;0;6;3;2;28;1;0;0;19.6666666666667;1;0;0;0;11.0294988153924
"41";1;0;6;3;1;76;0;0;0;58;1;0;0;0;12.316420702699
"41";1;0;6;5;2;55;2;0;0;30.8;1;0;0;0;11.3425324790415
"41";1;0;6;3;2;56;1;0;0;28.3333333333333;1;0;0;0;12.0237510887362
"41";1;0;6;8;1;63;5;1;0;26.875;1;0;0;0;11.0627244630207
"41";1;0;6;4;1;55;2;0;0;30;1;0;0;0;11.7260186804309
"41";1;0;6;8;1;54;2;0;0;27.5;1;0;0;0;11.9984332807519
"41";0;0;6;2;1;38;0;0;0;38;1;0;0;0;14.0386541092785
"41";1;0;6;2;1;66;0;0;0;45.5;1;0;0;0;13.1869018985419
"41";1;0;6;3;2;50;1;1;0;23;1;0;0;0;11.8171368393732
"41";1;1;2;4;1;37;2;0;0;22.5;1;0;0;0;12.3699968371844
"41";1;1;6;2;1;66;0;0;0;67;1;0;0;0;12.3530548358788
"41";1;0;6;2;1;59;0;0;0;58.5;1;0;0;0;11.6417583368132
"41";1;0;6;4;1;35;2;1;0;21.25;1;0;0;0;10.794460476426
"41";1;0;4;3;1;42;1;0;1;26.3333333333333;1;0;0;0;12.9400418206104
"41";1;1;2;4;1;41;1;1;0;28.5;1;0;0;0;12.5080273772687
"41";1;0;6;5;1;41;2;1;0;28.2;1;0;0;0;11.8867852336631
"41";1;1;6;3;2;41;1;1;0;25.3333333333333;1;0;0;0;11.800607537422
"41";1;0;6;3;1;50;0;1;0;30.3333333333333;1;0;0;0;12.827246326465
"41";1;1;2;5;2;49;0;0;0;36.2;1;0;0;0;12.0610468734799
"41";1;1;2;2;2;24;0;1;0;25;1;0;0;0;13.4588356140255
"41";1;1;2;2;2;35;1;1;0;23;1;0;0;0;12.5030860454108
"41";1;1;2;3;1;69;0;0;0;58;1;0;0;0;12.1459687214605
"41";1;1;2;3;1;77;0;0;0;61.6666666666667;1;0;0;0;14.0554019665797
"41";1;1;2;1;2;73;0;0;0;73;1;0;0;0;12.5718724972459
"15";1;0;4;1;2;40;0;1;0;40;0;0;1;0;13.2176735572087
"15";1;0;4;1;2;42;0;1;0;42;0;0;1;0;13.4962231460972
"15";1;0;6;1;1;39;0;1;0;39;0;0;1;0;12.4292161968444
"15";1;0;6;1;2;64;0;0;0;64;0;0;1;0;12.5245263766487
"15";1;0;6;2;2;27;1;0;1;17;1;0;0;0;12.7850240983438
"15";1;0;6;3;1;57;0;0;0;45.3333333333333;1;0;0;0;9.34039350022438
"15";1;0;4;2;2;47;0;1;0;35;1;0;0;0;13.1123130415508
"15";1;0;4;1;2;64;0;0;0;64;1;0;0;0;12.3013828253345
"15";1;0;6;2;1;78;0;0;0;67;1;0;0;0;13.2017905110357
"15";1;0;4;1;2;59;0;1;0;59;1;0;0;0;12.8122084491005
"15";1;0;6;1;2;61;0;1;0;61;1;0;0;0;12.3953146451687
"15";1;0;4;1;1;70;0;0;0;70;1;0;0;0;12.7093700028754
"15";1;0;4;1;2;75;0;1;0;75;1;0;0;0;13.8931466027157
"15";1;0;4;2;2;58;0;0;0;40;1;0;0;0;13.308773509018
"15";1;0;6;2;1;60;0;1;0;71;1;0;0;0;12.0867258878976
"15";1;0;5;1;2;72;0;1;0;72;1;0;0;0;12.5602444592508
"15";0;0;6;1;2;80;0;0;0;80;1;0;0;0;12.6335166603571
"15";1;0;4;2;1;69;0;0;0;70.5;1;0;0;0;14.1275803184729
"15";1;0;5;8;1;73;2;0;0;40.125;1;0;0;0;12.7343482538464
"15";1;0;6;6;1;56;2;1;0;29;1;0;0;0;13.1046405857498
"15";1;0;6;2;1;67;0;0;0;67;1;0;0;0;12.067767974153
"15";1;0;6;3;1;50;0;0;0;41.6666666666667;1;0;0;0;11.800607537422
"15";1;0;4;2;1;35;0;1;0;35.5;1;0;0;0;13.3396425669129
"15";1;0;4;4;1;46;2;1;0;27.5;1;0;0;0;12.2601069715226
"15";1;0;4;1;1;69;0;0;0;69;1;0;0;0;12.2102306556788
"15";1;0;5;5;1;56;1;1;0;33.8;1;0;0;0;12.8082004277029
"15";1;0;4;3;2;50;0;1;0;53.6666666666667;1;0;0;0;13.2277238930622
"15";1;0;6;4;1;48;0;0;0;34;1;0;0;0;12.1190612685405
"15";1;0;4;2;1;79;0;0;0;78;1;0;0;0;13.3847276418718
"15";1;0;6;3;2;33;2;1;0;15.3333333333333;1;0;0;0;12.2408765677249
"15";1;0;4;1;2;60;0;0;0;60;1;0;0;0;13.1388926793555
"15";1;0;4;2;1;77;0;0;1;74.5;1;0;0;0;15.1417009950145
"15";1;0;4;2;2;81;0;1;0;65;1;0;0;0;12.5123311035549
"15";1;0;6;1;1;51;0;0;0;51;1;0;0;0;13.7101500423064
"15";1;0;6;3;1;73;0;0;0;64.3333333333333;1;0;0;0;13.3166501022566
"15";1;0;6;4;1;42;2;0;0;22.5;1;0;0;0;12.9837541620507
"15";1;0;7;2;1;48;0;0;0;59.5;1;0;0;0;13.2649229968318
"15";1;0;4;1;2;70;0;0;0;70;1;0;0;0;12.5425448821514
"15";1;0;6;2;2;46;1;1;0;31;1;0;0;0;13.8348228689966
"15";1;0;4;5;1;49;1;0;0;41.2;1;0;0;0;12.4781564449887
"15";1;0;4;2;1;74;0;1;0;71;1;0;0;0;14.0218469909621
"15";1;0;4;2;1;82;0;0;0;75.5;1;0;0;0;12.5275520975652
"15";1;0;5;1;2;50;0;1;0;50;1;0;0;0;13.5410737122625
"15";1;0;6;1;1;59;0;1;0;59;1;0;0;0;13.3911174399706
"15";1;0;4;5;1;49;2;1;0;38.8;1;0;0;0;12.5590741841026
"15";1;0;6;1;2;81;0;0;0;81;1;0;0;0;12.6225875898249
"15";1;0;4;4;1;24;2;1;0;12.75;1;0;0;0;12.2988831127455
"15";1;0;6;1;1;89;0;0;0;89;1;0;0;0;12.3458345879053
"15";1;0;4;2;1;84;0;0;0;84;1;0;0;0;12.1635130311114
"15";1;0;4;3;1;55;1;0;0;30.3333333333333;1;0;0;0;12.5782107495223
"15";1;0;4;1;2;62;0;0;0;62;1;0;0;0;13.1790587210809
"15";1;0;4;1;2;61;0;0;0;61;1;0;0;0;13.2548525604504
"15";1;0;4;2;1;70;0;0;0;69.5;1;0;0;0;13.8032355270887
"15";1;0;4;2;2;46;0;1;0;35.5;1;0;0;0;12.3238556811866
"15";1;0;6;1;1;61;0;0;0;61;1;0;0;0;13.4588356140255
"15";1;0;4;1;1;64;0;0;0;64;1;0;0;0;13.9214758906834
"15";1;0;6;4;2;37;1;0;0;28.75;1;0;0;0;12.8878004980387
"15";1;0;4;1;1;44;0;1;0;44;1;0;0;0;14.5809784001038
"15";1;0;6;1;1;57;0;0;0;57;1;0;0;0;12.4292161968444
"15";1;0;4;2;1;54;1;0;0;35.5;1;0;0;0;13.4243181091428
"15";1;0;4;2;2;21;1;1;0;13;1;0;0;0;12.6775075416912
"15";1;0;4;3;2;40;1;0;1;26;1;0;0;0;12.7334275712474
"15";1;0;4;2;1;86;0;1;0;79.5;1;0;0;0;12.2307652581205
"15";1;0;6;2;1;51;0;0;0;50;1;0;0;0;13.4224679698547
"15";1;0;6;3;1;48;0;0;0;73.3333333333333;1;0;0;0;12.8053669172838
"15";1;0;6;5;1;59;2;0;0;31.8;1;0;0;0;13.1497710002037
"15";1;0;4;4;1;31;2;0;0;18.75;1;0;0;0;13.129007920123
"15";1;0;6;2;2;50;0;0;1;64;1;0;0;0;12.8566602116713
"15";1;0;6;1;1;52;0;0;0;52;1;0;0;0;13.0389817684653
"15";1;0;6;2;1;68;0;0;0;69.5;1;0;0;0;12.5061772379805
"15";1;0;6;4;1;48;2;1;0;27.5;1;0;0;0;12.3238556811866
"15";1;0;4;3;1;85;0;0;0;60;1;0;0;0;13.0593052414372
"15";1;0;6;3;2;65;0;0;0;52;1;0;0;0;13.5398767974152
"15";1;0;4;5;1;83;0;0;0;50.2;1;0;0;0;14.2375049680236
"15";1;0;6;3;1;71;0;1;0;59;1;0;0;0;13.3514287379221
"15";1;0;4;4;1;77;0;0;0;64.25;1;0;0;0;15.4467914983208
"15";1;0;4;3;1;40;1;1;0;32;1;0;0;0;13.3053143656943
"15";1;0;6;3;1;80;0;0;0;58;1;0;0;0;13.3882954576751
"15";1;0;4;1;1;53;0;0;0;53;1;0;0;0;14.1801536715522
"15";1;0;4;3;1;31;1;0;1;18;1;0;0;0;14.1400066035388
"15";1;0;4;2;2;69;0;0;0;52.5;1;0;0;0;13.7161965401539
"15";1;0;6;3;1;78;0;1;0;60;1;0;0;0;13.5274580465381
"15";1;0;4;3;1;63;1;0;0;43.3333333333333;1;0;0;0;12.7561189824494
"15";1;0;4;1;1;45;0;1;0;45;1;0;0;0;14.0088819509448
"15";1;0;4;1;2;25;0;0;1;25;1;0;0;0;14.1870741143968
"15";1;0;6;2;1;52;0;0;0;46;1;0;0;0;12.8167436042659
"15";1;0;4;1;2;50;0;0;0;50;1;0;0;0;14.301018373746
"15";1;0;4;1;2;55;0;0;0;55;1;0;0;0;14.450922687873
"15";1;0;6;4;2;36;3;1;0;17;1;0;0;0;12.3961763427662
"15";1;0;6;2;1;61;0;0;0;59.5;1;0;0;0;14.1081801719271
"15";1;0;1;1;2;75;0;0;0;75;1;0;0;0;12.6915804613119
"15";1;0;4;2;1;60;0;0;1;59;1;0;0;0;13.4245398960066
"15";1;0;6;1;2;57;0;0;0;57;1;0;0;0;11.9932918812515
"15";1;0;6;3;2;70;0;0;0;67.6666666666667;1;0;0;0;12.5041175050175
"15";1;0;6;1;2;60;0;0;0;60;0;0;0;0;11.9457895472665
"15";1;1;2;3;1;81;1;0;0;50.3333333333333;1;0;0;0;12.9667486634389
"15";1;1;2;4;1;39;2;0;0;22.75;1;0;0;0;12.7694907194153
"15";1;0;5;3;2;37;1;1;0;19;1;0;0;0;11.6603871566467
"15";1;0;5;2;2;22;1;0;0;13;1;0;0;0;13.6738509828892
"15";1;1;2;6;1;50;2;0;0;24.1666666666667;1;0;0;0;12.4336507939122
"15";1;0;5;3;1;47;0;0;0;42;1;0;0;0;13.6724097143236
"15";1;0;7;2;2;75;0;0;0;62;1;0;0;0;11.8612321592384
"15";1;0;5;2;2;80;0;0;0;80.5;1;0;0;0;12.8235080043544
"15";1;0;7;5;1;21;3;1;0;12.8;1;0;0;0;12.1776409345492
"15";1;1;2;1;1;77;0;0;0;77;1;0;0;0;12.9480099902596
"15";1;0;5;3;1;59;1;0;0;40;1;0;0;0;12.5245263766487
"15";1;0;5;4;1;34;2;0;0;19.25;1;0;0;0;12.5245263766487
"15";1;0;5;5;1;63;2;0;0;33.2;1;0;0;0;12.0435537160324
"15";1;0;6;2;1;77;0;0;0;74;1;0;0;0;11.6882783524481
"15";1;0;4;3;1;29;1;1;0;19.3333333333333;1;0;0;0;12.5582932391195
"15";1;0;5;3;2;47;2;0;0;25.6666666666667;1;0;0;0;11.4755696784265
"15";1;0;6;5;1;74;2;0;0;39.8;1;0;0;0;12.0706346746351
"15";1;0;6;1;1;57;0;0;0;57;1;0;0;0;12.6966955619786
"15";1;0;6;2;1;56;0;1;0;67;1;0;0;0;10.8197782844103
"15";1;0;4;4;2;40;2;1;0;23.5;1;0;0;0;11.5376180775606
"15";1;0;6;2;1;51;0;0;0;52;1;0;0;0;9.8824341433383
"15";1;0;6;2;1;83;0;0;0;68;1;0;0;0;11.7360690162844
"15";1;0;6;3;2;55;1;1;0;34.3333333333333;1;0;0;0;10.9415041541544
"15";1;0;4;4;1;36;2;1;0;20;1;0;0;0;11.533544752173
"15";1;0;6;1;1;77;0;0;0;77;1;0;0;0;12.1721710938545
"15";1;0;6;1;2;79;0;0;0;79;1;0;0;0;12.9715404876697
"15";1;0;6;3;1;62;0;0;0;48.6666666666667;1;0;0;0;11.4876076569859
"15";1;0;6;2;2;70;0;0;0;57.5;1;0;0;0;12.3458345879053
"15";1;0;6;1;1;50;0;0;0;50;1;0;0;0;12.7656884334656
"15";1;0;6;5;1;41;3;0;0;21.4;1;0;0;0;11.6097496496058
"15";1;0;6;1;1;41;0;0;0;41;1;0;0;0;10.9595402267854
"15";1;0;6;2;1;68;0;0;0;63;1;0;0;0;11.6882783524481
"15";1;0;6;3;2;31;2;0;0;16.3333333333333;1;0;0;0;11.9484886042357
"15";1;0;6;2;1;68;0;0;0;66;1;0;0;0;12.0137007528827
"15";1;0;6;2;1;60;0;0;0;59.5;1;0;0;0;11.6526874073454
"15";1;0;6;2;1;59;0;0;0;61.5;1;0;0;0;11.8253001500124
"15";1;0;4;1;1;64;0;1;0;64;1;0;0;0;12.3530548358788
"15";1;0;6;5;1;64;2;1;0;30.4;1;0;0;0;11.1844213979982
"15";1;0;4;3;1;55;0;1;0;48.3333333333333;1;0;0;0;11.6473113882128
"15";1;0;4;1;2;85;0;0;0;85;1;0;0;0;12.4090134895269
"15";1;0;6;3;2;53;1;0;0;40.6666666666667;1;0;0;0;11.9146799936819
"15";1;0;6;6;1;51;4;0;0;23.6666666666667;1;0;0;0;11.7880287552151
"15";1;0;4;2;1;53;0;0;0;54;1;0;0;0;12.1281111040605
"15";1;0;4;2;1;81;0;0;0;81;1;0;0;0;11.8612321592384
"15";1;0;4;1;1;60;0;0;0;60;1;0;0;0;12.0237510887362
"15";1;0;4;1;2;87;0;0;0;87;1;0;0;0;12.3238556811866
"15";1;0;6;5;2;46;2;1;0;37.6;1;0;0;0;13.5670491986658
"15";1;0;4;4;2;46;1;1;0;35.5;1;0;0;0;11.5253479849688
"15";1;0;4;3;1;67;0;1;0;51;1;0;0;0;13.5368643536342
"15";1;0;6;2;1;79;0;0;0;63.5;1;0;0;0;12.0035483814187
"15";1;0;6;5;1;44;3;1;0;24.8;1;0;0;0;11.6849160629258
"15";1;0;6;4;2;38;1;1;0;46.25;1;0;0;0;11.6251374555772
"15";1;0;6;3;1;63;0;0;0;46.6666666666667;1;0;0;0;12.8684659016411
"15";1;0;4;1;1;70;0;0;0;70;1;0;0;0;12.2060726455302
"15";1;0;6;3;1;56;1;1;0;30;1;0;0;0;12.6603279178078
"15";1;0;6;4;2;40;2;0;0;28;1;0;0;0;11.8265189192065
"15";1;0;6;2;2;46;0;0;0;32.5;1;0;0;0;11.7493142430345
"15";1;0;6;2;1;77;0;0;0;76;1;0;0;0;11.2472222992372
"15";1;0;6;2;1;69;0;1;0;66.5;1;0;0;0;12.0035483814187
"15";1;0;6;3;1;52;1;0;0;37.6666666666667;1;0;0;0;10.9251388000681
"15";1;0;4;4;1;40;2;1;0;24;1;0;0;0;12.5103352481292
"15";1;0;6;1;1;65;0;0;0;65;1;0;0;0;12.9239124386805
"15";1;0;7;4;2;53;1;0;0;37.25;1;0;0;0;12.5492659947862
"15";1;0;6;6;1;33;2;1;0;25.6666666666667;1;0;0;0;12.7930874076537
"15";1;0;4;2;1;44;0;1;0;32;1;0;0;0;13.72280115986
"15";1;0;6;2;1;70;0;0;0;48;1;0;0;0;11.7021674646088
